image_id,image_path,mode,alpha,alpha_eff,mask_mean,psnr,ssim,rec_psnr,rec_ssim,ncc,ber,qr_decoded,frob_predicted,frob_measured,psnr_predicted,weyl_bound_max,mirsky_bound_max
coco_000000000139,images/coco_000000000139.png,svd_yolo,0.05,0.017251390516721022,0.27225312259380047,37.86005546605623,0.9976359498098294,20.049673934810443,0.9614248972554126,0.9979869875688524,0.0,1,3239.539562937373,2893.1303116175045,36.87774961252838,1633.5947854993176,1870.3490387123334
coco_000000000139,images/coco_000000000139.png,svd_yolo,0.1,0.034502781033442044,0.27225312259380047,31.35062573378271,0.9923907904421815,25.933662208979555,0.9869290875202843,0.9995516049088475,0.0,1,6479.079125874746,6121.241050636709,30.857149699248758,3267.189570998635,3740.6980774246667
coco_000000000285,images/coco_000000000285.png,svd_only,0.001,0.001,1.0,60.93675696195535,0.9998569455557904,2.6431575179405713,0.2915715307873659,0.3560193656886394,0.6455039978027344,0,187.78425772678605,203.01724064719232,61.61423173914949,94.69351377304604,108.41729174813389
coco_000000000285,images/coco_000000000285.png,svd_only,0.005,0.005,1.0,50.716372402437955,0.9997006496799528,9.37569681145749,0.7967547590399332,0.9607620259218423,0.07319259643554688,1,938.9212886339302,658.4944950415303,47.63483165242911,473.46756886523013,542.0864587406695
coco_000000000285,images/coco_000000000285.png,svd_only,0.01,0.01,1.0,43.45395856151412,0.9991159584129791,14.259479445960192,0.9114662730525889,0.9892518868001493,3.814697265625e-06,1,1877.8425772678604,1519.4025141482425,41.61423173914949,946.9351377304603,1084.172917481339
coco_000000000285,images/coco_000000000285.png,svd_only,0.02,0.02,1.0,36.9513565975025,0.9967876414107938,15.852996180484407,0.9140807225863359,0.9832538646045894,0.0,1,3755.685154535721,3212.202671065448,35.59363182586987,1893.8702754609205,2168.345834962678
coco_000000000285,images/coco_000000000285.png,svd_only,0.05,0.05,1.0,29.03633196574628,0.9823295451281471,13.926385049680725,0.8066233207059992,0.9557204304567465,7.62939453125e-06,1,9389.212886339303,7990.135981320968,27.634831652429117,4734.675688652302,5420.864587406695
coco_000000000285,images/coco_000000000285.png,svd_only,0.1,0.1,1.0,23.438637905330268,0.9426536759934243,11.740831958287924,0.6982045812716824,0.9231358873926738,0.00025177001953125,1,18778.425772678605,15220.848859377062,21.614231739149496,9469.351377304603,10841.72917481339
coco_000000000285,images/coco_000000000285.png,svd_texture,0.001,0.0003681868521157791,0.29798539123975454,60.93675696195535,0.9998569455557904,3.5933087717078487,0.42444366728388094,0.3938389548513353,0.464752197265625,0,69.13969472932352,203.01724064719232,70.2928662217601,34.864906751879985,39.91782136366345
coco_000000000285,images/coco_000000000285.png,svd_texture,0.005,0.0018409342605788953,0.29798539123975454,60.8064905075696,0.9998526788178143,2.2761738539371703,0.2390821269264225,0.3708826906668956,0.6877708435058594,0,345.6984736466176,206.08493394714714,56.31346613503971,174.3245337593999,199.58910681831725
